row_type,car_group,clip_name,clip_path,speed_kmh,input_type,duration_s,n_mel_frames,prediction,n_clips,n_L2R,n_R2L,n_no_vehicle,pct_L2R,pct_R2L,pct_no_vehicle,majority_prediction,model,checkpoint,spectrogram_png,prob_L2R,prob_R2L,prob_no_vehicle
clip,KiaSportage,KiaSportage_68,KiaSportage/KiaSportage_68.wav,68,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9074,0.0926,
clip,KiaSportage,KiaSportage_69,KiaSportage/KiaSportage_69.wav,69,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9055,0.0945,
clip,KiaSportage,KiaSportage_72,KiaSportage/KiaSportage_72.wav,72,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9002,0.0998,
clip,KiaSportage,KiaSportage_74,KiaSportage/KiaSportage_74.wav,74,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9234,0.0766,
clip,KiaSportage,KiaSportage_77,KiaSportage/KiaSportage_77.wav,77,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8585,0.1415,
clip,KiaSportage,KiaSportage_78,KiaSportage/KiaSportage_78.wav,78,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9102,0.0898,
clip,KiaSportage,KiaSportage_80,KiaSportage/KiaSportage_80.wav,80,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9017,0.0983,
clip,KiaSportage,KiaSportage_83,KiaSportage/KiaSportage_83.wav,83,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9162,0.0838,
clip,KiaSportage,KiaSportage_85,KiaSportage/KiaSportage_85.wav,85,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7712,0.2288,
clip,KiaSportage,KiaSportage_86,KiaSportage/KiaSportage_86.wav,86,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9095,0.0905,
clip,KiaSportage,KiaSportage_89,KiaSportage/KiaSportage_89.wav,89,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9151,0.0849,
clip,KiaSportage,KiaSportage_91,KiaSportage/KiaSportage_91.wav,91,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9167,0.0833,
clip,KiaSportage,KiaSportage_93,KiaSportage/KiaSportage_93.wav,93,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8968,0.1032,
clip,KiaSportage,KiaSportage_96,KiaSportage/KiaSportage_96.wav,96,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8899,0.1101,
clip,KiaSportage,KiaSportage_98,KiaSportage/KiaSportage_98.wav,98,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9065,0.0935,
group,KiaSportage,__GROUP__KiaSportage,,,,,,L2R,33,33,0,0,1.0,0.0,0.0,L2R,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,,,
clip,Mazda3,Mazda3_101,Mazda3/Mazda3_101.wav,101,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8685,0.1315,
clip,Mazda3,Mazda3_103,Mazda3/Mazda3_103.wav,103,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8349,0.1651,
clip,Mazda3,Mazda3_105,Mazda3/Mazda3_105.wav,105,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9055,0.0945,
clip,Mazda3,Mazda3_30,Mazda3/Mazda3_30.wav,30,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9173,0.0827,
clip,Mazda3,Mazda3_33,Mazda3/Mazda3_33.wav,33,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2726,0.7274,
clip,Mazda3,Mazda3_35,Mazda3/Mazda3_35.wav,35,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7376,0.2624,
clip,Mazda3,Mazda3_38,Mazda3/Mazda3_38.wav,38,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.407,0.593,
clip,Mazda3,Mazda3_40,Mazda3/Mazda3_40.wav,40,audio,10.027,432,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2318,0.7682,
clip,Mazda3,Mazda3_43,Mazda3/Mazda3_43.wav,43,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5314,0.4686,
clip,Mazda3,Mazda3_45,Mazda3/Mazda3_45.wav,45,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.3385,0.6615,
clip,Mazda3,Mazda3_47,Mazda3/Mazda3_47.wav,47,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5394,0.4606,
clip,Mazda3,Mazda3_50,Mazda3/Mazda3_50.wav,50,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5832,0.4168,
clip,Mazda3,Mazda3_52,Mazda3/Mazda3_52.wav,52,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7801,0.2199,
clip,Mazda3,Mazda3_55,Mazda3/Mazda3_55.wav,55,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7725,0.2275,
clip,Mazda3,Mazda3_57,Mazda3/Mazda3_57.wav,57,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6791,0.3209,
clip,Mazda3,Mazda3_60,Mazda3/Mazda3_60.wav,60,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8379,0.1621,
clip,Mazda3,Mazda3_62,Mazda3/Mazda3_62.wav,62,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6745,0.3255,
clip,Mazda3,Mazda3_64,Mazda3/Mazda3_64.wav,64,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7986,0.2014,
clip,Mazda3,Mazda3_67,Mazda3/Mazda3_67.wav,67,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.762,0.238,
clip,Mazda3,Mazda3_70,Mazda3/Mazda3_70.wav,70,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7115,0.2885,
clip,Mazda3,Mazda3_72,Mazda3/Mazda3_72.wav,72,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8094,0.1906,
clip,Mazda3,Mazda3_75,Mazda3/Mazda3_75.wav,75,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8338,0.1662,
clip,Mazda3,Mazda3_79,Mazda3/Mazda3_79.wav,79,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8937,0.1063,
clip,Mazda3,Mazda3_81,Mazda3/Mazda3_81.wav,81,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8962,0.1038,
clip,Mazda3,Mazda3_84,Mazda3/Mazda3_84.wav,84,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6324,0.3676,
clip,Mazda3,Mazda3_86,Mazda3/Mazda3_86.wav,86,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8171,0.1829,
clip,Mazda3,Mazda3_88,Mazda3/Mazda3_88.wav,88,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6287,0.3713,
clip,Mazda3,Mazda3_90,Mazda3/Mazda3_90.wav,90,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9279,0.0721,
clip,Mazda3,Mazda3_92,Mazda3/Mazda3_92.wav,92,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8527,0.1473,
clip,Mazda3,Mazda3_94,Mazda3/Mazda3_94.wav,94,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8582,0.1418,
clip,Mazda3,Mazda3_96,Mazda3/Mazda3_96.wav,96,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9039,0.0961,
clip,Mazda3,Mazda3_99,Mazda3/Mazda3_99.wav,99,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4795,0.5205,
group,Mazda3,__GROUP__Mazda3,,,,,,L2R,32,27,5,0,0.8438,0.1562,0.0,L2R,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,,,
clip,MercedesAMG550,MercedesAMG550_100,MercedesAMG550/MercedesAMG550_100.wav,100,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6426,0.3574,
